Wall time,Step,Value
1716332771.689175,2967,4.0
1716332798.2004826,3038,4.0
1716332799.3363905,3041,4.0
1716332820.437501,3099,4.0
1716332843.9948716,3161,4.0
1716332869.4599736,3230,4.0
1716332874.74505,3244,4.0
1716332875.4232478,3246,4.0
1716332875.790393,3247,3.999999761581421
1716332896.9367902,3305,4.0
1716332960.7485237,3480,4.0
1716333011.7690117,3618,4.0
1716333012.471747,3620,4.0
1716333030.882867,3670,4.0
1716333056.3654947,3741,4.0
1716333126.242802,3793,4.0
1716333133.8420832,3814,4.0
1716333136.3859205,3821,4.0
1716333176.9982882,3928,4.0
1716333187.151227,3956,4.0
1716333197.3084044,3984,4.0
1716333215.7836576,4036,4.0
1716333239.5710888,4098,4.0
1716333275.1220462,4196,4.0
1716333286.7182243,4227,4.0
1716333288.396791,4232,4.0
1716333319.4887462,4317,4.0
1716333320.1251955,4319,3.999999761581421
1716333349.4497397,4400,4.0
1716333383.2401812,4492,3.999999761581421
1716333389.4039547,4509,4.0
1716333397.1434724,4530,3.999999761581421
1716333453.4958994,4664,4.0
1716333456.0795228,4668,4.0
1716333461.5552878,4676,4.0
1716333564.7736526,4788,3.999999761581421
1716333570.0232065,4802,4.0
1716333583.4222093,4840,4.0
1716333588.0449393,4852,4.0
1716333603.5553632,4894,4.0
1716333631.7795522,4971,4.0
1716333660.5524564,5050,4.0
1716333661.1892145,5052,4.0
1716333680.3683019,5106,4.0
1716333690.7224274,5134,4.0
1716333730.5603857,5239,4.0
1716333762.863846,5329,4.0
1716333768.707127,5345,4.0
1716333773.5659587,5359,4.0
1716333795.6230292,5420,4.0
1716333843.4744368,5549,3.999999761581421
1716333891.764373,5679,3.999999761581421
1716333960.179761,5723,4.0
1716333990.1257865,5808,3.999999761581421
1716333997.7304413,5828,3.999999761581421
1716334010.7375262,5864,4.0
1716334013.3128114,5871,3.999999761581421
1716334026.478778,5907,3.999999761581421
